ID,tempo_desloc_minutos,faltas,cod_cor_favorita,quant_irmaos,horas_estudo,fez_atividade_extra,cod_letra_turma,nota_p1,nota_p2,nota_p3,recuperacao,situacao
27616,42,7,6,3,30,1,1,8.0,10.0,-1.0,0,aprovado
27617,73,8,1,4,16,0,3,9.6,5.7,-1.0,0,aprovado
27618,120,15,4,0,31,1,0,7.01,10.0,-1.0,0,aprovado
27619,105,18,6,3,21,0,2,5.42,6.4,-1.0,0,reprovado
27620,78,14,7,4,21,1,1,7.69,9.62,-1.0,0,aprovado
27621,145,19,4,0,20,1,1,8.49,2.96,6.76,1,aprovado
27622,105,11,5,2,41,1,0,2.9,6.94,6.86,1,aprovado
27623,81,8,2,2,50,1,3,5.78,10.0,-1.0,0,aprovado
27624,57,10,7,4,34,1,0,3.92,6.22,8.93,1,aprovado
27625,35,12,2,4,41,1,0,2.23,5.02,8.8,1,aprovado
27626,82,10,4,4,49,1,2,3.53,9.25,8.32,1,aprovado
27627,15,5,7,4,60,1,1,5.2,10.0,-1.0,0,aprovado
27628,102,10,3,0,70,1,1,1.51,8.67,10.0,1,aprovado
27629,149,24,1,1,65,0,1,0.24,9.82,8.86,1,reprovado
27630,85,14,2,0,38,1,3,1.26,4.59,8.82,1,aprovado
27631,29,7,3,0,15,1,3,8.27,5.72,-1.0,0,aprovado
27632,76,10,7,0,46,0,3,1.76,5.83,7.58,1,aprovado
27633,131,19,7,2,20,1,1,6.81,4.95,3.67,1,reprovado
27634,90,11,5,0,72,1,3,2.3,10.0,10.0,1,aprovado
27635,145,17,2,4,48,0,3,1.22,5.84,9.85,1,aprovado
27636,25,8,3,1,23,1,2,9.24,7.86,-1.0,0,aprovado
27637,147,25,2,4,0,1,1,6.66,5.05,-1.0,0,reprovado
27638,26,11,7,0,39,1,1,0.08,8.54,4.89,1,aprovado
27639,134,14,3,3,15,1,1,8.55,5.42,-1.0,0,aprovado
27640,63,15,0,1,29,0,1,6.93,7.42,-1.0,0,aprovado
27641,46,15,5,1,46,0,3,1.55,6.82,8.57,1,aprovado
27642,52,8,4,0,12,0,2,7.07,6.21,-1.0,0,aprovado
27643,89,9,5,4,31,0,1,7.6,3.1,5.48,1,aprovado
27644,98,17,4,0,2,1,1,7.24,7.14,-1.0,0,aprovado
27645,112,11,0,4,29,0,0,4.85,2.37,7.8,1,aprovado
27646,16,9,5,2,33,1,2,8.68,8.54,-1.0,0,aprovado
27647,69,7,3,4,66,0,1,0.58,9.59,10.0,1,aprovado
27648,88,19,6,1,68,0,0,4.45,10.0,10.0,1,aprovado
27649,123,19,7,0,22,1,0,5.18,5.68,-1.0,0,reprovado
27650,53,15,5,4,49,0,1,4.7,5.6,9.86,1,aprovado
27651,131,17,4,4,36,1,1,5.86,8.06,-1.0,0,aprovado
27652,32,11,1,3,61,1,3,4.25,10.0,8.72,1,aprovado
27653,64,7,0,0,29,0,2,3.55,3.48,5.65,1,reprovado
27654,145,21,2,2,29,1,0,1.79,7.92,5.0,1,reprovado
27655,144,18,4,4,21,0,3,4.54,4.72,7.32,1,aprovado
27656,71,8,2,4,64,1,1,4.33,9.95,10.0,1,aprovado
27657,63,15,4,3,68,1,1,1.92,10.0,8.8,1,aprovado
27658,23,11,1,0,42,0,3,8.4,7.11,-1.0,0,aprovado
27659,41,11,3,3,35,0,2,5.48,6.18,-1.0,0,reprovado
27660,122,18,3,2,24,1,1,4.11,2.51,7.97,1,aprovado
27661,89,16,3,2,26,0,0,3.99,1.05,8.0,1,aprovado
27662,144,24,7,3,9,0,0,6.39,5.72,-1.0,0,reprovado
27663,30,3,6,2,48,1,0,7.93,10.0,-1.0,0,aprovado
27664,19,10,1,1,69,1,0,4.88,10.0,10.0,1,aprovado
27665,85,17,7,0,39,0,2,2.59,5.82,8.75,1,aprovado
27666,107,21,3,0,34,0,0,1.23,3.48,7.42,1,reprovado
27667,101,11,6,2,26,0,1,0.41,5.25,7.84,1,aprovado
27668,20,2,7,1,45,1,1,6.32,9.34,-1.0,0,aprovado
27669,58,13,4,4,27,0,3,7.02,4.64,4.78,1,reprovado
27670,98,17,4,2,4,1,0,8.57,7.34,-1.0,0,aprovado
27671,95,20,1,0,29,1,0,7.62,4.89,6.08,1,aprovado
27672,126,16,6,0,27,0,0,7.97,7.62,-1.0,0,aprovado
27673,147,15,5,1,56,0,1,2.95,8.66,7.43,1,aprovado
27674,68,17,0,0,38,1,1,6.56,8.76,-1.0,0,aprovado
27675,92,18,6,0,30,0,3,3.92,3.28,8.56,1,aprovado
27676,126,17,2,2,71,0,3,0.82,7.8,9.18,1,aprovado
27677,58,8,4,0,75,0,0,3.95,10.0,9.94,1,aprovado
27678,62,9,2,2,38,1,0,9.62,9.41,-1.0,0,aprovado
27679,38,6,0,3,54,1,0,1.14,10.0,10.0,1,aprovado
27680,110,11,1,3,39,1,1,8.1,9.93,-1.0,0,aprovado
27681,86,14,1,3,38,0,3,0.93,6.29,5.86,1,aprovado
27682,83,8,4,3,74,1,1,4.45,10.0,10.0,1,aprovado
27683,62,10,1,4,52,0,1,1.15,4.19,7.28,1,reprovado
27684,68,8,5,0,41,1,3,1.49,8.44,7.92,1,aprovado
27685,52,11,0,3,72,1,3,0.37,10.0,9.93,1,aprovado
27686,125,19,3,0,54,1,0,1.09,7.25,8.44,1,aprovado
27687,107,19,3,1,36,0,0,5.48,4.66,5.16,1,reprovado
27688,144,16,1,0,60,0,0,3.8,9.89,10.0,1,aprovado
27689,140,18,0,0,21,1,1,4.87,3.96,5.16,1,reprovado
27690,51,14,0,3,39,1,0,3.57,6.36,4.96,1,reprovado
27691,85,18,1,2,49,0,2,1.16,7.98,7.96,1,aprovado
27692,119,16,5,3,32,1,3,7.34,3.99,8.6,1,aprovado
27693,128,18,5,0,39,0,0,7.24,4.56,7.38,1,aprovado
27694,95,17,4,2,28,1,2,5.45,4.83,6.17,1,reprovado
27695,123,22,2,4,40,1,1,4.36,7.59,8.33,1,reprovado
27696,49,10,5,0,44,0,1,4.67,6.07,7.25,1,aprovado
27697,34,13,3,2,25,1,1,2.56,6.68,6.02,1,aprovado
27698,129,13,0,1,18,1,3,7.7,6.3,-1.0,0,aprovado
27699,108,17,0,2,61,1,2,4.3,8.24,10.0,1,aprovado
27700,116,12,2,4,28,1,0,8.8,9.49,-1.0,0,aprovado
27701,44,6,1,3,22,0,1,6.25,6.84,-1.0,0,aprovado
27702,146,25,3,2,44,1,3,4.61,6.57,9.08,1,reprovado
27703,17,5,1,0,46,0,3,2.57,4.75,7.26,1,aprovado
27704,75,9,5,0,68,0,1,0.67,8.27,10.0,1,aprovado
27705,39,5,7,0,68,1,3,2.45,8.79,10.0,1,aprovado
27706,150,16,7,0,35,0,2,3.86,4.32,7.62,1,reprovado
27707,60,14,0,0,22,1,3,6.95,9.17,-1.0,0,aprovado
27708,40,5,4,0,65,0,3,4.25,9.12,10.0,1,aprovado
27709,84,16,3,1,44,1,2,3.12,9.59,6.6,1,aprovado
27710,96,12,4,3,26,1,1,7.3,4.35,4.46,1,reprovado
27711,33,8,1,0,68,0,1,4.03,9.3,10.0,1,aprovado
27712,29,8,2,0,30,1,0,7.16,6.39,-1.0,0,aprovado
27713,94,15,6,4,62,0,3,3.82,6.13,10.0,1,aprovado
27714,105,18,7,4,65,1,3,1.48,10.0,10.0,1,aprovado
27715,94,18,6,4,38,1,0,6.23,4.96,9.34,1,aprovado
27716,135,14,2,0,39,1,2,9.34,7.4,-1.0,0,aprovado
27717,68,11,6,0,28,1,0,7.89,10.0,-1.0,0,aprovado
27718,112,11,0,1,33,1,1,6.5,4.16,6.68,1,aprovado
27719,31,13,1,1,27,0,3,7.03,8.38,-1.0,0,aprovado
27720,89,15,5,1,32,1,3,7.23,8.85,-1.0,0,aprovado
27721,52,10,6,1,39,0,3,3.96,7.02,8.12,1,aprovado
27722,15,6,7,4,43,1,2,8.09,10.0,-1.0,0,aprovado
27723,23,7,0,0,25,0,0,8.75,7.3,-1.0,0,aprovado
27724,85,12,6,4,36,1,1,6.89,4.35,6.44,1,aprovado
27725,94,16,3,3,30,1,1,5.38,4.02,8.71,1,aprovado
27726,135,18,3,4,5,1,0,9.08,6.02,-1.0,0,aprovado
27727,44,6,1,3,36,0,0,5.5,4.49,5.48,1,reprovado
27728,132,17,5,4,16,1,1,7.09,7.02,-1.0,0,aprovado
27729,47,15,2,2,62,1,2,3.53,8.23,10.0,1,aprovado
27730,115,16,5,2,56,1,2,3.11,8.74,8.9,1,aprovado
27731,64,13,1,2,11,1,2,9.09,8.36,-1.0,0,aprovado
27732,17,3,2,4,40,1,0,4.68,6.98,8.38,1,aprovado
27733,71,14,1,0,72,0,2,3.32,7.91,10.0,1,aprovado
27734,35,10,4,0,16,1,1,9.82,7.59,-1.0,0,aprovado
27735,32,9,0,4,69,1,3,4.92,9.38,10.0,1,aprovado
27736,59,8,7,1,29,1,2,1.5,6.72,6.28,1,aprovado
27737,149,16,7,1,64,0,2,4.95,10.0,8.17,1,aprovado
27738,143,24,3,1,27,0,0,9.59,6.14,-1.0,0,reprovado
27739,106,16,6,3,51,1,2,0.3,7.36,10.0,1,aprovado
27740,91,19,0,2,68,0,1,1.69,7.26,9.69,1,aprovado
27741,94,19,1,1,38,1,1,6.57,9.27,-1.0,0,aprovado
27742,50,8,1,1,66,1,2,2.1,8.04,10.0,1,aprovado
27743,142,21,0,3,30,1,2,9.39,10.0,-1.0,0,reprovado
27744,97,13,3,0,74,0,0,4.76,10.0,10.0,1,aprovado
27745,58,15,4,0,64,1,1,2.78,8.25,10.0,1,aprovado
27746,36,11,2,3,43,0,1,6.68,8.04,-1.0,0,aprovado
27747,96,13,1,4,70,1,2,0.49,10.0,10.0,1,aprovado
27748,69,17,5,4,18,0,3,5.29,6.64,-1.0,0,reprovado
27749,59,15,7,0,68,0,1,0.74,6.35,9.4,1,aprovado
27750,25,2,1,4,52,1,1,4.46,6.82,8.64,1,aprovado
27751,74,10,3,0,61,0,3,1.29,9.76,10.0,1,aprovado
27752,78,8,2,0,32,1,2,5.57,7.6,-1.0,0,aprovado
27753,108,16,3,4,36,0,0,6.03,4.63,5.75,1,reprovado
27754,30,13,1,2,46,1,1,1.23,6.06,7.8,1,aprovado
27755,77,15,2,1,49,1,1,3.12,9.1,10.0,1,aprovado
27756,33,6,6,2,19,1,3,6.63,5.8,-1.0,0,aprovado
27757,73,14,2,0,60,1,3,0.44,8.49,9.21,1,aprovado
27758,133,22,7,3,12,0,0,8.99,5.51,-1.0,0,reprovado
27759,35,6,0,4,69,1,2,1.69,10.0,10.0,1,aprovado
27760,51,14,5,0,9,0,0,8.42,6.04,-1.0,0,aprovado
27761,41,7,1,2,58,1,2,2.71,6.94,9.87,1,aprovado
27762,78,12,6,4,28,1,0,8.95,6.49,-1.0,0,aprovado
27763,37,9,4,0,45,1,3,6.17,7.98,-1.0,0,aprovado
27764,99,13,6,4,38,0,1,5.6,4.53,7.41,1,aprovado
27765,19,6,6,3,41,0,2,7.76,5.96,-1.0,0,aprovado
27766,117,13,2,0,19,1,3,6.12,9.24,-1.0,0,aprovado
27767,91,14,6,0,72,1,1,4.38,10.0,9.98,1,aprovado
27768,18,8,1,2,30,1,1,7.07,3.56,6.93,1,aprovado
27769,43,11,1,0,39,1,1,6.77,6.88,-1.0,0,aprovado
27770,117,21,1,4,39,1,2,7.91,9.56,-1.0,0,reprovado
27771,90,13,5,3,26,0,0,8.93,2.51,4.58,1,aprovado
27772,98,16,7,2,38,1,2,8.46,7.72,-1.0,0,aprovado
27773,70,10,2,2,51,0,2,3.87,7.4,10.0,1,aprovado
27774,74,15,2,1,51,1,0,4.5,6.92,9.82,1,aprovado
27775,64,15,4,2,33,0,0,9.78,8.4,-1.0,0,aprovado
27776,61,8,7,2,37,0,2,6.07,6.2,-1.0,0,aprovado
27777,57,7,3,4,60,1,1,3.45,10.0,9.17,1,aprovado
27778,30,7,3,3,58,1,1,4.93,9.48,8.05,1,aprovado
27779,150,25,5,4,51,0,0,4.37,8.72,10.0,1,reprovado
27780,16,8,1,2,40,0,0,3.32,3.13,5.97,1,reprovado
27781,127,16,1,4,46,1,1,3.46,8.82,7.55,1,aprovado
27782,109,19,3,0,9,0,0,7.6,5.46,-1.0,0,aprovado
27783,112,21,5,2,22,1,3,6.99,9.12,-1.0,0,reprovado
27784,45,14,4,1,56,1,3,4.49,7.71,10.0,1,aprovado
27785,127,13,4,3,33,0,0,6.68,5.52,-1.0,0,aprovado
27786,89,19,5,1,34,0,0,4.74,5.16,8.12,1,aprovado
27787,145,23,6,2,30,0,1,4.6,5.38,7.44,1,reprovado
27788,57,11,1,4,30,1,2,7.73,7.75,-1.0,0,aprovado
27789,85,12,7,0,25,1,1,3.02,5.12,6.82,1,reprovado
27790,85,10,6,1,39,1,0,9.55,6.94,-1.0,0,aprovado
27791,62,12,0,0,37,0,3,9.08,8.46,-1.0,0,aprovado
27792,36,4,2,3,31,0,3,5.45,4.35,6.04,1,reprovado
27793,38,7,1,2,75,0,3,3.82,10.0,10.0,1,aprovado
27794,95,15,5,1,49,1,3,2.07,7.22,9.82,1,aprovado
27795,57,10,2,2,27,1,0,7.91,3.34,6.5,1,aprovado
27796,90,18,1,0,45,1,2,3.36,5.86,9.15,1,aprovado
27797,33,12,2,0,29,1,3,4.49,4.62,7.54,1,aprovado
27798,92,9,4,0,61,0,1,3.28,6.2,10.0,1,aprovado
27799,21,7,5,1,45,1,2,7.26,10.0,-1.0,0,aprovado
27800,98,13,7,1,22,1,2,5.8,9.7,-1.0,0,aprovado
27801,148,25,7,2,27,0,3,6.47,3.94,5.92,1,reprovado
27802,69,14,2,0,46,0,1,2.11,4.38,7.62,1,aprovado
27803,83,11,0,1,21,0,1,5.23,5.96,-1.0,0,reprovado
27804,136,18,6,4,28,1,0,8.52,7.3,-1.0,0,aprovado
27805,133,21,2,0,46,0,3,5.74,4.62,6.66,1,reprovado
27806,50,7,3,1,44,0,3,4.88,6.97,8.41,1,aprovado
27807,126,22,4,2,24,1,1,4.23,4.74,4.06,1,reprovado
27808,107,12,3,1,65,0,0,0.69,9.84,10.0,1,aprovado
27809,138,16,2,4,28,1,3,5.79,8.58,-1.0,0,aprovado
27810,62,11,7,1,27,1,2,9.04,9.66,-1.0,0,aprovado
27811,116,20,0,0,58,1,1,2.12,9.94,10.0,1,aprovado
27812,43,9,6,4,19,1,2,9.97,5.84,-1.0,0,aprovado
27813,48,10,3,4,36,1,1,9.38,7.37,-1.0,0,aprovado
27814,66,9,1,1,50,1,2,2.68,6.38,9.84,1,aprovado
27815,45,10,6,3,17,1,0,9.99,6.06,-1.0,0,aprovado
27816,70,7,0,1,30,1,1,4.72,8.13,7.43,1,aprovado
27817,28,11,0,4,41,0,2,5.48,10.0,-1.0,0,aprovado
27818,78,15,1,4,16,1,3,8.73,7.19,-1.0,0,aprovado
27819,22,9,2,0,49,0,1,7.62,3.82,7.58,1,aprovado
27820,35,14,2,3,72,1,1,1.11,10.0,10.0,1,aprovado
27821,36,5,3,3,41,0,0,5.74,8.38,-1.0,0,aprovado
27822,113,13,5,4,29,0,1,7.32,1.56,8.02,1,aprovado
27823,80,18,6,2,36,0,0,4.47,5.69,7.49,1,aprovado
27824,134,21,7,3,22,0,3,5.06,7.7,-1.0,0,reprovado
27825,144,22,3,2,12,1,3,8.42,5.61,-1.0,0,reprovado
27826,81,10,7,3,40,0,2,7.8,4.77,5.38,1,aprovado
27827,49,10,1,0,60,0,2,2.19,9.34,7.68,1,aprovado
27828,110,19,0,2,19,1,3,7.38,6.98,-1.0,0,aprovado
27829,55,16,7,0,58,1,2,0.07,10.0,7.93,1,aprovado
27830,93,13,1,3,39,1,1,7.37,10.0,-1.0,0,aprovado
27831,112,12,4,0,62,0,1,1.02,6.91,9.75,1,aprovado
27832,60,9,4,4,52,0,2,5.75,7.03,-1.0,0,aprovado
27833,84,15,0,1,30,1,3,9.72,4.39,8.1,1,aprovado
27834,37,4,0,2,31,0,0,4.43,4.34,4.08,1,reprovado
27835,108,19,0,4,70,0,3,1.44,9.1,9.15,1,aprovado
27836,83,10,4,4,29,0,3,5.57,4.22,4.92,1,reprovado
27837,58,7,2,0,44,1,3,9.74,8.94,-1.0,0,aprovado
27838,32,3,4,2,40,1,3,7.21,7.57,-1.0,0,aprovado
27839,150,15,2,3,69,1,1,4.25,10.0,10.0,1,aprovado
27840,112,11,6,1,65,1,2,2.32,10.0,8.8,1,aprovado
27841,120,22,1,4,22,1,1,1.67,5.54,6.34,1,reprovado
27842,103,19,1,3,61,0,0,1.39,8.36,10.0,1,aprovado
27843,89,15,6,4,58,1,2,0.87,10.0,10.0,1,aprovado
27844,56,15,0,1,46,0,0,2.31,6.31,9.54,1,aprovado
27845,100,19,2,1,32,0,3,8.55,5.26,-1.0,0,aprovado
27846,70,12,1,4,69,1,3,3.42,8.43,8.68,1,aprovado
27847,110,15,3,0,10,1,1,7.88,5.16,-1.0,0,aprovado
27848,42,10,0,1,9,0,1,9.89,5.16,-1.0,0,aprovado
27849,148,24,6,1,20,1,2,5.97,7.35,-1.0,0,reprovado
27850,15,12,1,0,29,1,3,0.97,5.64,4.61,1,reprovado
27851,18,4,2,2,31,1,1,4.11,5.44,7.44,1,aprovado
27852,107,13,4,4,28,0,2,2.08,2.3,6.09,1,reprovado
27853,145,14,2,3,72,1,2,4.9,8.9,10.0,1,aprovado
27854,135,23,3,3,20,1,1,9.28,5.09,-1.0,0,reprovado
27855,19,11,7,4,75,0,3,0.42,10.0,10.0,1,aprovado
27856,125,19,7,4,38,0,2,1.14,3.25,6.22,1,reprovado
27857,53,12,5,3,26,0,2,2.28,2.82,6.57,1,reprovado
27858,25,6,4,0,34,0,3,8.35,3.94,7.7,1,aprovado
27859,96,16,4,2,32,1,3,3.33,4.31,8.12,1,aprovado
27860,31,7,1,0,68,1,3,4.1,9.7,10.0,1,aprovado
27861,112,21,7,0,1,1,1,7.32,5.58,-1.0,0,reprovado
27862,104,10,6,0,44,0,2,3.33,5.57,10.0,1,aprovado
27863,77,12,2,0,34,0,0,2.55,5.81,8.3,1,aprovado
27864,41,7,1,2,40,1,1,3.78,5.28,6.73,1,aprovado
27865,63,10,5,0,17,0,0,9.95,7.1,-1.0,0,aprovado
27866,49,6,4,2,22,1,0,7.01,5.44,-1.0,0,aprovado
27867,50,6,3,2,36,1,2,1.65,5.06,7.35,1,aprovado
27868,97,13,2,3,20,1,2,5.51,8.11,-1.0,0,aprovado
27869,145,18,5,1,59,1,2,0.34,10.0,10.0,1,aprovado
27870,140,17,3,1,23,1,1,6.32,5.54,-1.0,0,reprovado
27871,74,7,6,0,39,1,0,3.64,6.9,8.1,1,aprovado
27872,57,7,1,0,48,1,2,1.84,9.72,6.64,1,aprovado
27873,103,17,5,3,54,1,2,0.6,8.91,6.81,1,aprovado
27874,40,9,0,4,69,0,3,4.39,9.1,10.0,1,aprovado
27875,125,22,5,3,41,0,0,3.94,4.58,6.72,1,reprovado
27876,30,11,1,3,18,0,3,7.0,7.05,-1.0,0,aprovado
27877,111,14,7,4,45,0,0,3.89,6.0,8.54,1,aprovado
27878,131,19,1,2,33,1,3,6.54,4.92,5.0,1,reprovado
27879,18,4,1,3,43,0,2,6.62,4.39,8.84,1,aprovado
27880,32,5,3,0,34,1,3,2.45,8.69,9.12,1,aprovado
27881,136,18,3,0,25,1,3,6.37,2.64,5.9,1,aprovado
27882,115,15,5,1,25,1,0,6.42,7.82,-1.0,0,aprovado
27883,142,16,3,3,26,1,2,8.84,10.0,-1.0,0,aprovado
27884,111,16,5,0,22,1,0,6.37,9.54,-1.0,0,aprovado
27885,86,15,7,3,28,0,3,5.39,5.9,-1.0,0,reprovado
27886,64,11,0,4,42,1,3,7.58,7.64,-1.0,0,aprovado
27887,144,19,0,2,49,0,0,5.24,6.44,-1.0,0,reprovado
27888,21,10,2,1,39,1,2,4.74,6.9,8.4,1,aprovado
27889,57,8,4,2,39,1,3,4.69,8.12,7.65,1,aprovado
27890,36,6,7,4,72,1,1,4.56,10.0,10.0,1,aprovado
27891,106,16,3,2,44,0,3,5.33,6.68,-1.0,0,aprovado
27892,57,13,7,2,58,0,0,2.73,7.89,8.44,1,aprovado
27893,72,16,2,0,27,1,1,7.19,5.78,-1.0,0,aprovado
27894,144,15,1,4,41,1,0,8.06,7.2,-1.0,0,aprovado
27895,129,20,7,0,34,0,2,8.41,7.03,-1.0,0,aprovado
27896,75,14,0,2,9,1,2,7.52,6.28,-1.0,0,aprovado
27897,18,9,3,1,31,1,1,6.87,4.49,4.96,1,reprovado
27898,135,20,6,3,33,0,0,9.87,5.12,-1.0,0,aprovado
27899,63,8,4,4,28,0,2,5.8,8.16,-1.0,0,aprovado
27900,146,19,4,2,36,1,1,2.91,5.41,8.68,1,aprovado
27901,138,19,7,0,21,0,1,9.63,5.78,-1.0,0,aprovado
27902,79,17,0,2,71,1,0,3.96,10.0,10.0,1,aprovado
27903,90,18,7,2,50,1,0,1.4,6.43,10.0,1,aprovado
27904,44,10,1,4,26,1,0,5.27,4.81,6.06,1,reprovado
27905,78,18,3,0,26,1,3,7.19,8.37,-1.0,0,aprovado
27906,146,20,6,3,25,0,0,7.86,2.62,5.24,1,aprovado
27907,95,19,7,1,55,1,3,2.07,8.6,10.0,1,aprovado
27908,133,18,6,0,59,0,2,3.71,8.64,10.0,1,aprovado
27909,72,14,6,1,22,1,3,9.44,6.22,-1.0,0,aprovado
27910,83,9,4,2,28,0,2,2.07,2.45,8.2,1,reprovado
27911,29,9,5,2,56,0,0,3.4,5.41,10.0,1,aprovado
27912,28,5,3,1,33,1,3,7.24,9.04,-1.0,0,aprovado
27913,27,10,1,4,74,0,1,1.33,10.0,10.0,1,aprovado
27914,22,10,2,2,10,1,2,9.82,7.99,-1.0,0,aprovado
27915,116,20,2,1,6,1,2,9.24,5.66,-1.0,0,aprovado
27916,24,6,0,0,26,0,0,8.85,6.08,-1.0,0,aprovado
27917,64,13,1,4,39,0,1,2.88,6.24,5.74,1,reprovado
27918,105,18,0,4,61,1,1,2.29,9.34,10.0,1,aprovado
27919,95,12,5,3,65,0,1,4.76,8.62,10.0,1,aprovado
27920,149,25,7,2,14,1,2,6.07,8.63,-1.0,0,reprovado
27921,33,8,1,4,38,1,1,9.52,10.0,-1.0,0,aprovado
27922,114,18,6,4,12,1,2,9.19,6.13,-1.0,0,aprovado
27923,146,25,6,1,36,1,3,7.15,7.86,-1.0,0,reprovado
27924,79,18,0,0,28,1,3,9.82,3.27,5.22,1,aprovado
27925,103,11,6,3,70,1,3,0.19,10.0,10.0,1,aprovado
27926,119,16,3,3,59,1,1,3.02,7.84,7.86,1,aprovado
27927,22,12,5,3,71,0,0,0.57,8.65,10.0,1,aprovado
27928,40,4,3,2,56,0,3,0.74,6.17,10.0,1,aprovado
27929,90,12,6,1,22,1,1,8.57,6.12,-1.0,0,aprovado
27930,121,20,1,3,32,1,1,8.9,9.51,-1.0,0,aprovado
27931,18,8,5,4,24,0,0,8.36,6.91,-1.0,0,aprovado
27932,142,15,1,4,31,1,0,8.27,9.78,-1.0,0,aprovado
27933,94,19,1,0,65,0,1,1.23,8.12,9.65,1,aprovado
27934,85,16,6,3,31,1,0,7.57,7.1,-1.0,0,aprovado
27935,98,14,6,2,7,1,0,7.37,7.72,-1.0,0,aprovado
27936,94,14,0,4,26,0,3,5.19,6.63,-1.0,0,reprovado
27937,127,16,1,2,54,1,3,4.46,10.0,10.0,1,aprovado
27938,98,11,4,2,51,0,0,3.15,6.38,8.96,1,aprovado
27939,24,12,1,2,35,0,0,7.21,3.08,6.1,1,aprovado
27940,143,20,2,0,66,0,2,0.5,8.5,10.0,1,aprovado
27941,126,20,4,1,36,0,3,0.88,3.16,9.47,1,aprovado
27942,56,12,0,0,44,0,1,6.26,6.89,-1.0,0,aprovado
27943,59,9,1,1,34,0,0,3.55,3.64,8.52,1,aprovado
27944,140,14,0,1,28,0,1,5.85,5.95,-1.0,0,reprovado
27945,107,15,1,3,38,0,0,3.03,4.77,9.51,1,aprovado
27946,139,20,6,0,50,0,0,0.5,8.17,9.44,1,aprovado
27947,77,16,7,1,26,1,3,2.63,3.03,4.57,1,reprovado
27948,25,4,2,3,78,1,3,0.27,10.0,10.0,1,aprovado
27949,100,17,1,3,31,0,3,3.09,4.28,5.4,1,reprovado
27950,138,22,2,3,13,1,2,8.72,8.0,-1.0,0,reprovado
27951,16,3,2,4,42,0,2,2.72,2.93,9.38,1,aprovado
27952,72,15,0,1,34,0,3,1.36,6.0,6.51,1,aprovado
27953,26,5,4,2,14,1,0,8.02,5.66,-1.0,0,aprovado
27954,146,20,5,4,22,0,2,5.51,7.71,-1.0,0,aprovado
27955,26,8,0,1,74,0,3,1.85,10.0,10.0,1,aprovado
27956,87,9,5,2,45,0,2,0.7,3.74,9.54,1,aprovado
27957,105,18,7,2,46,0,0,5.09,4.56,10.0,1,aprovado
27958,103,19,4,4,23,1,3,7.85,2.8,6.58,1,aprovado
27959,64,10,0,0,8,1,0,7.92,5.03,-1.0,0,aprovado
27960,42,7,4,3,29,0,3,1.63,5.6,3.72,1,reprovado
27961,98,19,5,0,20,0,3,4.31,3.09,6.16,1,reprovado
27962,92,17,3,2,25,1,0,2.33,3.04,4.76,1,reprovado
27963,46,12,5,0,70,0,1,0.95,10.0,10.0,1,aprovado
27964,76,12,4,4,54,1,3,5.25,10.0,-1.0,0,aprovado
27965,120,20,3,2,14,1,2,9.64,6.78,-1.0,0,aprovado
27966,121,16,4,3,28,0,3,9.09,5.6,-1.0,0,aprovado
27967,48,11,1,4,12,1,3,6.61,5.8,-1.0,0,aprovado
27968,130,20,7,4,70,1,0,3.49,8.63,10.0,1,aprovado
27969,133,21,2,0,44,0,2,3.27,3.71,9.88,1,reprovado
27970,56,15,1,2,70,1,3,0.36,9.28,10.0,1,aprovado
27971,28,4,7,3,61,1,0,0.32,8.48,10.0,1,aprovado
27972,143,17,4,3,39,0,3,0.08,4.32,8.34,1,aprovado
27973,27,5,6,0,38,0,3,9.77,6.53,-1.0,0,aprovado
27974,22,7,5,4,28,1,3,6.16,6.92,-1.0,0,aprovado
27975,67,12,2,0,44,1,3,4.0,9.72,7.77,1,aprovado
27976,135,24,3,0,15,1,3,6.24,8.28,-1.0,0,reprovado
27977,80,17,5,0,31,1,1,3.18,5.44,6.72,1,aprovado
27978,69,11,1,4,17,1,1,7.96,5.86,-1.0,0,aprovado
27979,27,12,6,1,36,0,2,5.03,4.19,9.23,1,aprovado
27980,45,13,2,2,55,0,2,0.63,4.82,7.18,1,aprovado
27981,110,14,5,1,52,1,3,3.51,6.93,8.48,1,aprovado
27982,81,11,7,2,64,1,0,1.72,10.0,8.66,1,aprovado
27983,78,11,1,2,40,0,2,5.47,7.6,-1.0,0,aprovado
27984,147,20,5,4,49,1,0,3.1,7.8,9.75,1,aprovado
27985,28,12,0,4,48,0,0,3.73,6.11,6.4,1,aprovado
27986,78,18,6,0,60,0,3,1.35,6.48,10.0,1,aprovado
27987,23,11,4,2,66,1,1,4.95,10.0,8.77,1,aprovado
27988,71,17,2,3,15,1,2,7.03,8.14,-1.0,0,aprovado
27989,87,9,6,0,71,0,2,4.85,10.0,10.0,1,aprovado
27990,122,16,6,4,29,0,3,2.78,5.8,7.6,1,aprovado
27991,26,9,6,2,31,1,3,1.9,3.49,4.72,1,reprovado
27992,50,15,3,3,26,0,1,3.84,2.03,5.01,1,reprovado
27993,129,19,1,2,38,1,3,0.48,5.45,5.53,1,reprovado
27994,121,19,6,0,28,0,2,0.48,4.38,7.35,1,reprovado
27995,99,18,5,0,58,0,1,4.37,5.11,8.56,1,aprovado
27996,127,18,2,1,41,0,2,1.52,7.22,9.18,1,aprovado
27997,149,19,1,2,28,0,2,1.02,3.62,8.22,1,reprovado
